chr sx dx TE BLAST_len TE_len dist_5 dist_3 diff_len
scaffold_3 27288309 27288299 scaffold_5_32740938_32748879 7738 7942 80 123 204
scaffold_3 27315799 27315815 scaffold_3_16880149_16885313 4943 5165 156 65 222
scaffold_3 27320049 27320046 scaffold_5_8781854_8786877 4390 5024 320 313 634
scaffold_3 27324701 27324710 scaffold_1_28120679_28122643 1964 1965 0 0 1
scaffold_3 27360786 27360789 scaffold_3_3530023_3530928 905 906 0 0 1
scaffold_3 27461334 27461325 scaffold_1_27662754_27671338 8582 8585 0 2 3
scaffold_3 27466251 27466279 scaffold_5_711970_713008 1004 1039 0 34 35
scaffold_3 27617210 27617266 scaffold_5_17612448_17614341 1638 1894 244 11 256
scaffold_3 27731687 27731691 scaffold_1_5247725_5248946 1217 1222 0 4 5
scaffold_3 27740735 27740733 scaffold_9_8181311_8187857 6524 6547 22 0 23
scaffold_3 27780336 27780335 scaffold_9_15409554_15411500 1923 1947 0 23 24
scaffold_3 27826733 27826731 scaffold_9_6394889_6405974 11048 11086 0 37 38
scaffold_3 27841163 27841173 scaffold_9_30718076_30736886 18809 18811 0 1 2
scaffold_3 27844038 27844055 scaffold_7_17908140_17909206 1020 1067 17 29 47
scaffold_3 27849060 27849110 scaffold_1_14807862_14809930 2056 2069 12 0 13
scaffold_3 27935542 27935539 8550_NHF 361 649 0 287 288
scaffold_3 28001134 28001195 scaffold_10_301992_310518 8526 8527 0 0 1
scaffold_3 28040830 28040826 scaffold_9_241000_253167 12159 12168 0 8 9
scaffold_3 28333121 28333128 scaffold_3_32021613_32022749 1136 1137 0 0 1
scaffold_3 28540681 28540728 scaffold_8_8900808_8907472 6539 6665 85 40 126
scaffold_3 28623130 28623146 scaffold_5_4389002_4408042 19035 19041 1 4 6
scaffold_3 28657977 28657997 scaffold_8_7219198_7224494 5281 5297 4 11 16
scaffold_3 29080839 29080836 scaffold_7_8853228_8856154 2926 2927 0 0 1
scaffold_3 29083160 29083152 scaffold_2_3638292_3640034 1708 1743 10 24 35
scaffold_3 29114801 29114822 scaffold_3_29634038_29639094 5031 5057 25 0 26
scaffold_3 29301893 29301910 scaffold_9_27023705_27035992 12253 12288 10 24 35
scaffold_3 29452504 29452516 scaffold_2_34165040_34166627 1576 1588 7 4 12
scaffold_3 29549795 29549823 scaffold_5_17575541_17577030 1403 1490 86 0 87
scaffold_3 29601735 29601731 scaffold_4_15333633_15336062 2428 2430 0 1 2
scaffold_3 29821152 29821186 scaffold_5_36998856_37004334 5450 5479 0 28 29
scaffold_3 29935896 29935897 scaffold_2_8616014_8619003 2975 2990 12 2 15
scaffold_3 30102976 30102972 scaffold_3_35813496_35825829 12333 12334 0 0 1
scaffold_3 30188715 30188747 scaffold_9_27023705_27035992 12250 12288 37 0 38
scaffold_3 30215820 30215815 scaffold_2_5791461_5805142 13669 13682 12 0 13
scaffold_3 30294479 30294483 scaffold_7_14626126_14630982 4839 4857 0 17 18
scaffold_3 30342537 30342562 scaffold_1_5847368_5861646 14262 14279 3 13 17
scaffold_3 30371868 30371909 scaffold_3_24306323_24307564 853 1242 357 31 389
scaffold_3 30399843 30399836 scaffold_5_4147764_4148616 850 853 0 2 3
scaffold_3 30513421 30513479 scaffold_6_13730368_13737275 6888 6908 0 19 20
scaffold_3 30585953 30585965 scaffold_3_35813496_35825829 12333 12334 0 0 1
scaffold_3 30823208 30823212 scaffold_3_35813496_35825829 12333 12334 0 0 1
scaffold_3 31036248 31036273 scaffold_8_2783014_2788460 5392 5447 29 25 55
scaffold_3 31101095 31101157 scaffold_6_3663003_3664380 1377 1378 0 0 1
scaffold_3 31136591 31136600 125_NHF 418 465 4 42 47
scaffold_3 31157052 31157146 scaffold_6_13730368_13737275 6894 6908 9 4 14
scaffold_3 31320941 31320950 scaffold_6_9402178_9414666 12485 12489 0 3 4
scaffold_3 31370153 31370176 scaffold_3_19748035_19757994 9956 9960 1 2 4
scaffold_3 31431961 31431957 125_NHF 442 465 12 10 23
scaffold_3 31506767 31506784 scaffold_3_35813496_35825829 12333 12334 0 0 1
scaffold_3 31541662 31541681 scaffold_8_7377203_7378242 1039 1040 0 0 1
scaffold_3 31586141 31586170 scaffold_3_9389199_9390361 1162 1163 0 0 1
scaffold_3 31883736 31883750 scaffold_7_18455389_18456938 1532 1550 17 0 18
scaffold_3 31904944 31904940 scaffold_2_5791461_5805142 13678 13682 0 3 4
scaffold_3 32036370 32036394 211_NHF 186 190 3 0 4
scaffold_3 32062644 32062641 scaffold_3_47934274_47935162 793 889 84 11 96
scaffold_3 32148179 32148183 scaffold_3_24306323_24307564 861 1242 357 23 381
scaffold_3 32228588 32228937 scaffold_5_31966494_31986307 18884 19814 647 282 930
scaffold_3 32275191 32275187 scaffold_5_8781854_8786877 4429 5024 306 288 595
scaffold_3 32332829 32332812 scaffold_3_32445780_32451773 4353 5994 0 1640 1641
scaffold_3 32421402 32421405 scaffold_3_43510809_43513887 3031 3079 19 28 48
scaffold_3 32504650 32504658 scaffold_4_8894176_8905827 11651 11652 0 0 1
scaffold_3 32805550 32805546 scaffold_3_5724401_5727236 2430 2836 0 405 406
scaffold_3 33042987 33042990 1118_NHF 663 666 0 2 3
scaffold_3 33524684 33524689 scaffold_4_17663223_17664676 1449 1454 0 4 5
scaffold_3 33705044 33705066 scaffold_1_27334733_27335800 1067 1068 0 0 1
scaffold_3 33713216 33713332 211_NHF 111 190 0 78 79
scaffold_3 33975020 33975016 scaffold_1_7996197_7997622 1409 1426 3 13 17
scaffold_3 34029782 34029778 scaffold_9_27023705_27035992 12277 12288 10 0 11
scaffold_3 34167583 34167591 scaffold_9_10556837_10562443 5598 5607 0 8 9
scaffold_3 34355952 34356001 scaffold_9_21580176_21586444 5824 6269 82 362 445
scaffold_3 34378288 34378292 scaffold_4_15889565_15900517 9916 10953 510 526 1037
scaffold_3 34480697 34480710 scaffold_4_19024764_19026360 1555 1597 41 0 42
scaffold_3 34517995 34518018 scaffold_1_20733002_20734016 883 1015 39 92 132
scaffold_3 34606517 34606555 scaffold_3_34822846_34827914 5021 5069 38 9 48
scaffold_3 34669904 34669896 scaffold_2_23553928_23559203 5168 5276 0 107 108
scaffold_3 34720318 34720590 scaffold_3_16099334_16109362 8519 10029 1500 9 1510
scaffold_3 34898361 34898356 3087_NHF 230 233 0 2 3
scaffold_3 34989458 34989459 scaffold_1_11125763_11127216 1453 1454 0 0 1
scaffold_3 34992053 34992080 scaffold_3_33089438_33096156 6710 6719 0 8 9
scaffold_3 35028911 35028921 115_NHF 321 333 0 11 12
scaffold_3 35090908 35090911 scaffold_5_26173221_26174168 897 948 35 15 51
scaffold_3 35320417 35320499 scaffold_3_159096_160374 1253 1279 4 21 26
scaffold_3 35382781 35382801 scaffold_4_414566_418315 3726 3750 2 21 24
scaffold_3 35514417 35514405 scaffold_8_9633569_9638902 5332 5334 0 1 2
scaffold_3 35533527 35533531 scaffold_1_14030561_14032840 2226 2280 47 6 54
scaffold_3 35569762 35570101 1001_NHF 548 1077 0 528 529
scaffold_3 35708214 35708328 scaffold_5_24211464_24218182 6714 6719 4 0 5
scaffold_3 35968556 35968596 scaffold_3_9812752_9813565 796 814 0 17 18
scaffold_3 36696540 36696588 scaffold_4_16290594_16295877 5276 5284 0 7 8
scaffold_3 36723961 36723965 9_NHF 559 611 0 51 52
scaffold_3 36865945 36865953 scaffold_9_15417401_15420236 2745 2836 86 4 91
scaffold_3 36877954 36878074 84_LTR 4279 6704 76 2348 2425
scaffold_3 37065550 37065545 scaffold_9_21677221_21678224 982 1004 21 0 22
scaffold_3 37075374 37075366 scaffold_2_27251031_27258608 7571 7578 0 6 7
scaffold_3 37122222 37122476 scaffold_9_10529866_10543342 12824 13477 153 499 653
scaffold_3 37451664 37451665 scaffold_8_5917014_5922453 5376 5440 0 63 64
scaffold_3 37483776 37483778 scaffold_3_11610932_11612830 1898 1899 0 0 1
scaffold_3 37655503 37655515 scaffold_4_21661274_21662368 633 1095 290 171 462
scaffold_3 37763386 37763718 scaffold_2_30098088_30111174 8068 13087 4224 794 5019
scaffold_3 37839963 37839960 scaffold_7_14084975_14088199 3220 3225 4 0 5
scaffold_3 37921444 37921655 scaffold_3_20880076_20881521 1421 1446 23 1 25
scaffold_3 38017463 38017459 scaffold_9_4870520_4871783 1100 1264 163 0 164
scaffold_3 38133617 38133627 211_NHF 180 190 5 4 10
scaffold_3 38415770 38415806 scaffold_5_967012_985173 18146 18162 9 6 16
scaffold_3 38456881 38456901 scaffold_3_25013295_25015112 1817 1818 0 0 1
scaffold_3 38601889 38601884 scaffold_3_5692782_5699221 6402 6440 28 9 38
scaffold_3 38808004 38808002 scaffold_1_18716005_18717000 995 996 0 0 1
scaffold_3 39138167 39138504 scaffold_2_21846731_21858992 9194 12262 1214 1853 3068
scaffold_3 39159421 39159449 28_NHF 200 357 155 1 157
scaffold_3 39444451 39444446 scaffold_6_7731340_7733250 1864 1911 1 45 47
scaffold_3 39445931 39445968 scaffold_3_11610932_11612830 1898 1899 0 0 1
scaffold_3 39453915 39453918 scaffold_9_9578440_9584396 5860 5957 18 78 97
scaffold_3 39454543 39454542 7785_NHF 465 466 0 0 1
scaffold_3 39577197 39577196 scaffold_3_24306323_24307564 677 1242 479 85 565
scaffold_3 39823965 39824002 scaffold_3_24306323_24307564 641 1242 479 121 601
scaffold_3 39834660 39834666 scaffold_2_34445450_34447560 2102 2111 8 0 9
scaffold_3 39866113 39866109 scaffold_6_15506135_15507424 1221 1290 48 20 69
scaffold_3 39938056 39938055 1690_NHF 795 1239 375 68 444
scaffold_3 40106128 40106120 71_NHF 711 738 13 13 27
scaffold_3 40199533 40199532 scaffold_9_21020582_21022139 1533 1558 21 3 25
scaffold_3 40236352 40236385 scaffold_1_3336878_3337781 874 904 12 17 30
scaffold_3 40282693 40282780 scaffold_9_13109302_13121506 12198 12205 6 0 7
scaffold_3 40356637 40356651 scaffold_2_5791461_5805142 13681 13682 0 0 1
scaffold_3 40363397 40363415 scaffold_1_19550106_19558494 8380 8389 1 7 9
scaffold_3 40420789 40420782 scaffold_2_23526880_23527833 907 954 0 46 47
scaffold_3 40483987 40484024 scaffold_9_2916566_2921115 4543 4550 2 4 7
scaffold_3 40563262 40563295 scaffold_2_5552470_5557944 5432 5475 4 38 43
scaffold_3 40722185 40722181 scaffold_1_20989391_20990415 1017 1025 6 1 8
scaffold_3 40743871 40743885 scaffold_5_42497459_42498458 990 1000 2 7 10
scaffold_3 40751807 40751873 scaffold_8_23991586_23993077 1362 1492 93 36 130
scaffold_3 40762742 40762769 scaffold_6_13153744_13155052 1299 1309 4 5 10
scaffold_3 40783406 40783405 scaffold_9_15417401_15420236 2743 2836 83 9 93
scaffold_3 40873573 40873584 scaffold_1_11833537_11834899 1354 1363 0 8 9
scaffold_3 40913788 40913803 scaffold_8_5917014_5922453 5422 5440 0 17 18
scaffold_3 40977037 40977044 211_NHF 187 190 2 0 3
scaffold_3 41609481 41609500 scaffold_7_10221375_10228110 6667 6736 31 37 69
scaffold_3 41932511 41932504 scaffold_8_18560025_18561162 1132 1138 5 0 6
scaffold_3 41936242 41936244 scaffold_3_9567209_9568133 917 925 5 2 8
scaffold_3 42055060 42055131 9_NHF 598 611 0 12 13
scaffold_3 42136526 42136541 284_NHF 170 171 0 0 1
scaffold_3 42334728 42334864 scaffold_3_24306323_24307564 823 1242 358 60 419
scaffold_3 42416466 42416457 9_NHF 581 611 0 29 30
scaffold_3 42532139 42532197 41_NHF 362 366 1 2 4
scaffold_3 42587336 42587334 809_NHF 524 526 0 1 2
scaffold_3 42687370 42687371 scaffold_7_6025086_6029720 4633 4635 1 0 2
scaffold_3 42932702 42932706 41_NHF 319 366 34 12 47
scaffold_3 43108486 43108532 scaffold_5_38593384_38594727 1324 1344 3 16 20
scaffold_3 43170060 43170068 scaffold_9_29654291_29663260 8926 8970 6 37 44
scaffold_3 43209652 43209692 scaffold_5_9564280_9569562 5251 5283 21 10 32
scaffold_3 43224509 43224504 9640_NHF 194 231 4 32 37
scaffold_3 43423405 43423419 scaffold_6_8325170_8331148 5882 5979 56 40 97
scaffold_3 43484894 43484925 scaffold_2_23526880_23527833 929 954 0 24 25
scaffold_3 43566916 43566927 scaffold_3_32189512_32191960 2443 2449 5 0 6
scaffold_3 43587938 43587930 scaffold_3_24306323_24307564 626 1242 494 121 616
scaffold_3 43593977 43594003 345_NHF 151 152 0 0 1
scaffold_3 43615338 43615355 scaffold_4_9203790_9204801 979 1012 10 22 33
scaffold_3 43678369 43678383 scaffold_8_18691739_18697178 5422 5440 15 2 18
scaffold_3 43684152 43684231 scaffold_2_15718018_15728996 10971 10979 2 5 8
scaffold_3 43808098 43808160 scaffold_7_18420462_18431564 11094 11103 1 7 9
scaffold_3 43861080 43861103 scaffold_9_29654291_29663260 8962 8970 7 0 8
scaffold_3 43888405 43888426 scaffold_3_35813496_35825829 12333 12334 0 0 1
scaffold_3 43971140 43971147 158_NHF 657 696 29 9 39
scaffold_3 44032133 44032138 scaffold_1_11125763_11127216 1453 1454 0 0 1
scaffold_3 44040992 44041060 345_NHF 151 152 0 0 1
scaffold_3 44068192 44068214 scaffold_7_6465914_6501056 35099 35143 0 43 44
scaffold_3 44316987 44316985 scaffold_1_26688397_26689870 1451 1474 4 18 23
scaffold_3 44395780 44395786 scaffold_3_24306323_24307564 847 1242 356 38 395
scaffold_3 44519335 44519330 scaffold_9_241000_253167 12159 12168 0 8 9
scaffold_3 44657200 44657211 345_NHF 151 152 0 0 1
scaffold_3 45033690 45033694 36_NHF 385 436 32 18 51
scaffold_3 45929476 45929470 scaffold_5_432344_437883 5468 5540 52 19 72
scaffold_3 45936015 45936007 scaffold_5_4408781_4409702 921 922 0 0 1
scaffold_3 46438345 46438361 scaffold_8_450992_458788 7791 7797 4 1 6
scaffold_3 46710651 46710645 9_NHF 559 611 22 29 52
scaffold_3 46754293 46754317 scaffold_3_9812752_9813565 780 814 0 33 34
scaffold_3 46766009 46766072 2608_NHF 151 152 0 0 1
scaffold_3 46986611 46986845 scaffold_8_19697110_19709708 12539 12599 0 59 60
scaffold_3 47500361 47500359 scaffold_5_33896158_33897176 1008 1019 10 0 11
scaffold_3 47579548 47579538 scaffold_5_4408781_4409702 920 922 1 0 2
scaffold_3 47734714 47734704 scaffold_5_27632540_27634062 1511 1523 5 6 12
scaffold_3 47904700 47904695 scaffold_1_5419830_5429012 9067 9183 115 0 116
scaffold_3 47988173 47988178 scaffold_3_24306323_24307564 852 1242 354 35 390
scaffold_3 48048078 48048073 scaffold_9_26607599_26620073 12474 12475 0 0 1
scaffold_3 48221516 48221529 115_NHF 217 333 0 115 116
scaffold_3 48300141 48300160 756_NHF 128 132 0 3 4
scaffold_3 48335112 48335145 scaffold_1_15101436_15106444 4099 5009 909 0 910
scaffold_3 48554590 48554674 scaffold_3_24306323_24307564 819 1242 397 25 423
scaffold_3 48602010 48602002 1706_NHF 786 855 16 52 69
scaffold_3 48684843 48684854 scaffold_3_24306323_24307564 795 1242 376 70 447
scaffold_3 48720187 48720178 9_NHF 581 611 29 0 30
scaffold_3 48782268 48782265 scaffold_9_22346741_22359274 12531 12534 0 2 3
scaffold_3 48901022 48901009 scaffold_3_24306323_24307564 850 1242 366 25 392
scaffold_3 49403327 49403359 8855_NHF 113 221 107 0 108
scaffold_3 49989619 49989683 6967_NHF 744 745 0 0 1
scaffold_3 50890994 50891234 scaffold_3_24306323_24307564 857 1242 358 26 385
scaffold_3 51031868 51031864 scaffold_5_6799158_6811917 12759 12760 0 0 1
scaffold_4 629067 629069 scaffold_9_29717322_29718842 1436 1521 0 84 85
scaffold_4 630779 630771 scaffold_7_17621019_17622311 1248 1293 43 1 45
scaffold_4 692683 692686 scaffold_3_21531496_21536284 4782 4789 0 6 7
scaffold_4 872347 872346 scaffold_8_5917014_5922453 5410 5440 0 29 30
scaffold_4 891869 891861 scaffold_3_24306323_24307564 854 1242 357 30 388
scaffold_4 923568 923553 scaffold_8_6526114_6536558 10419 10445 6 19 26
scaffold_4 924549 924572 scaffold_8_6526114_6536558 10430 10445 6 8 15
scaffold_4 978981 979081 scaffold_4_11176175_11197738 19142 21564 1904 517 2422
scaffold_4 979685 979713 scaffold_6_15835528_15844351 7300 8824 432 1091 1524
scaffold_4 1123756 1123750 scaffold_1_27662754_27671338 8582 8585 0 2 3
scaffold_4 1271306 1271318 9_NHF 566 611 2 42 45
scaffold_4 1272479 1272492 scaffold_1_20635414_20638619 3152 3206 3 50 54
scaffold_4 1280987 1281015 scaffold_3_40048975_40049917 920 943 17 5 23
scaffold_4 1402620 1402677 scaffold_3_9812752_9813565 797 814 0 16 17
scaffold_4 1736442 1736481 scaffold_4_10236684_10240080 3307 3397 24 65 90
scaffold_4 1783259 1783268 992_NHF 652 658 0 5 6
scaffold_4 2062712 2062704 scaffold_3_24306323_24307564 645 1242 474 122 597
scaffold_4 2186732 2186733 scaffold_6_18570860_18571838 858 979 9 111 121
scaffold_4 2342094 2342096 scaffold_3_24306323_24307564 812 1242 378 51 430
scaffold_4 2472145 2472173 scaffold_9_13089780_13102314 12534 12535 0 0 1
scaffold_4 2511397 2511438 scaffold_7_8750830_8756603 5772 5774 1 0 2
scaffold_4 2533565 2533577 scaffold_3_28626125_28631538 5413 5414 0 0 1
scaffold_4 2535229 2535224 scaffold_8_5917014_5922453 5391 5440 38 10 49
scaffold_4 2574847 2574842 scaffold_8_23860012_23864154 4111 4143 15 16 32
scaffold_4 2790980 2791007 52_NHF 309 313 0 3 4
scaffold_4 2939405 2939421 1706_NHF 854 855 0 0 1
scaffold_4 3048142 3048170 scaffold_4_23533519_23534968 1399 1450 50 0 51
scaffold_4 3098013 3098036 scaffold_8_10772634_10777972 5321 5339 0 17 18
scaffold_4 3102348 3102393 scaffold_5_43072032_43072938 877 907 0 29 30
scaffold_4 3263282 3263286 345_NHF 151 152 0 0 1
scaffold_4 3325260 3325257 scaffold_6_24726046_24727998 1880 1953 55 17 73
scaffold_4 3426679 3426674 scaffold_2_9627132_9635652 8516 8521 0 4 5
scaffold_4 3428518 3428550 scaffold_5_37311672_37312574 886 903 16 0 17
scaffold_4 3514575 3514568 36_NHF 435 436 0 0 1
scaffold_4 3635213 3635206 scaffold_5_43072032_43072938 840 907 0 66 67
scaffold_4 3656421 3656413 125_NHF 446 465 8 10 19
scaffold_4 3733608 3733644 scaffold_3_23250844_23268465 17606 17622 13 2 16
scaffold_4 3742569 3742561 scaffold_3_24306323_24307564 638 1242 470 133 604
scaffold_4 3751749 3751783 317_NHF 118 121 0 2 3
scaffold_4 3840705 3840715 scaffold_7_7766534_7777601 11067 11068 0 0 1
scaffold_4 3946880 3946910 41_NHF 363 366 2 0 3
scaffold_4 3978581 3978574 scaffold_3_33089438_33096156 6693 6719 11 14 26
scaffold_4 3981466 3981469 9_NHF 610 611 0 0 1
scaffold_4 4085837 4085876 scaffold_4_23533519_23534968 1449 1450 0 0 1
scaffold_4 4091477 4091472 scaffold_8_3051696_3062088 10383 10393 0 9 10
scaffold_4 4136732 4136910 scaffold_2_3089097_3099402 8927 10306 116 1262 1379
scaffold_4 4535944 4536146 scaffold_3_23272684_23273932 813 1249 170 265 436
scaffold_4 4902326 4902318 scaffold_1_1845534_1846530 994 997 0 2 3
scaffold_4 5011958 5011973 scaffold_3_7734998_7735940 870 943 52 20 73
scaffold_4 5061944 5061940 scaffold_9_27067522_27068614 1092 1093 0 0 1
scaffold_4 5097593 5097590 scaffold_2_11359002_11360693 1688 1692 0 3 4
scaffold_4 5103868 5103920 scaffold_9_16822754_16823749 985 996 0 10 11
scaffold_4 5143279 5143330 scaffold_8_7377203_7378242 1039 1040 0 0 1
scaffold_4 5151368 5151378 3193_NHF 564 923 0 358 359
scaffold_4 5222992 5223183 scaffold_4_5221493_5223200 1642 1708 7 58 66
scaffold_4 5239187 5239228 scaffold_7_10723334_10728805 5457 5472 0 14 15
scaffold_4 5242601 5242588 scaffold_3_31415074_31420982 5875 5909 0 33 34
scaffold_4 5262633 5262721 scaffold_9_15967526_15980049 12512 12524 11 0 12
scaffold_4 5516060 5516059 scaffold_4_16290594_16295877 5277 5284 1 5 7
scaffold_4 5614246 5614235 211_NHF 188 190 1 0 2
scaffold_4 5685224 5685216 scaffold_4_7591361_7631484 30938 40124 7860 1325 9186
scaffold_4 6099556 6099571 scaffold_5_37222114_37227476 5358 5363 0 4 5
scaffold_4 6408436 6408447 scaffold_6_13730368_13737275 6903 6908 0 4 5
scaffold_4 6475508 6475525 36_NHF 413 436 22 0 23
scaffold_4 6585849 6585840 9_NHF 602 611 8 0 9
scaffold_4 6601765 6601757 3208_NHF 190 274 83 0 84
scaffold_4 6629625 6629622 scaffold_3_25817787_25818886 1096 1100 0 3 4
scaffold_4 6697667 6697664 43_NHF 116 123 0 6 7
scaffold_4 6701396 6701405 scaffold_5_20268736_20273933 5197 5198 0 0 1
scaffold_4 6722902 6722898 scaffold_3_22282619_22283960 1327 1342 4 10 15
scaffold_4 6729053 6729058 317_NHF 119 121 0 1 2
scaffold_4 7006456 7006455 scaffold_8_7377203_7378242 1039 1040 0 0 1
scaffold_4 7143835 7143841 scaffold_8_23191540_23196869 5329 5330 0 0 1
scaffold_4 7191480 7191515 scaffold_1_11125763_11127216 1453 1454 0 0 1
scaffold_4 7255923 7255995 1387_NHF 476 477 0 0 1
scaffold_4 7738184 7738241 scaffold_7_13607752_13616193 8420 8442 8 13 22
scaffold_4 7789331 7789329 scaffold_2_13451656_13455310 3216 3655 427 11 439
scaffold_4 7830264 7830253 scaffold_5_7721990_7730234 8217 8245 1 26 28
scaffold_4 8064528 8064530 718_NHF 683 684 0 0 1
scaffold_4 8261201 8261435 rnd_6_family_7774_Unknown 1487 1994 0 506 507
scaffold_4 8380191 8380204 scaffold_8_24077606_24086836 8597 9231 317 316 634
scaffold_4 8445639 8445647 scaffold_2_5791461_5805142 13681 13682 0 0 1
scaffold_4 8446964 8447007 scaffold_7_14180323_14181465 1116 1143 0 26 27
scaffold_4 9048825 9048820 scaffold_5_33896158_33897176 1013 1019 5 0 6
scaffold_4 9275711 9275719 scaffold_5_7588951_7598676 9721 9726 0 4 5
scaffold_4 9395586 9395618 scaffold_6_8363564_8367504 3926 3941 14 0 15
scaffold_4 9502610 9502639 scaffold_3_30657602_30658468 810 867 0 56 57
scaffold_4 9831178 9831213 scaffold_5_20268736_20273933 5197 5198 0 0 1
scaffold_4 10485772 10485787 scaffold_3_24306323_24307564 644 1242 474 123 598
scaffold_4 11075584 11075597 scaffold_4_8894176_8905827 11645 11652 0 6 7
scaffold_4 11086713 11086710 scaffold_5_4389002_4408042 19028 19041 0 12 13
scaffold_4 11271145 11271151 36_NHF 357 436 66 12 79
scaffold_4 11272503 11272553 scaffold_5_23665499_23672419 6655 6921 17 248 266
scaffold_4 11573397 11573470 scaffold_3_14723706_14724588 871 883 4 7 12
scaffold_4 11729685 11729688 scaffold_1_14641783_14650976 9155 9194 38 0 39
scaffold_4 11738961 11738956 scaffold_6_13730368_13737275 6903 6908 0 4 5
scaffold_4 11786151 11786195 scaffold_9_15392198_15393115 913 918 0 4 5
scaffold_4 11793753 11793798 scaffold_4_16290594_16295877 5271 5284 6 6 13
scaffold_4 11982898 11982905 scaffold_5_24039647_24042086 2439 2440 0 0 1
scaffold_4 12162097 12162132 1_LTR/Gypsy 11093 11723 629 0 630
scaffold_4 12180668 12180685 3954_NHF 632 778 145 0 146
scaffold_4 12205325 12205333 2608_NHF 151 152 0 0 1
scaffold_4 12257054 12257047 scaffold_2_28247391_28248366 975 976 0 0 1
scaffold_4 12722480 12722514 scaffold_2_5552470_5557944 5452 5475 22 0 23
scaffold_4 12753947 12753943 scaffold_3_36345776_36358760 12959 12985 0 25 26
scaffold_4 13070635 13070640 scaffold_7_17908140_17909206 1039 1067 15 12 28
scaffold_4 13089262 13089266 scaffold_9_13708868_13721255 12374 12388 0 13 14
scaffold_4 13353317 13353339 scaffold_4_8894176_8905827 11624 11652 27 0 28
scaffold_4 13355396 13355392 scaffold_4_23533519_23534968 1435 1450 14 0 15
scaffold_4 14136764 14136785 scaffold_6_601653_614124 12462 12472 9 0 10
scaffold_4 14168837 14168854 scaffold_9_21334319_21336116 1792 1798 3 2 6
scaffold_4 14235359 14235354 scaffold_3_35813496_35825829 12333 12334 0 0 1
scaffold_4 14264094 14264351 scaffold_9_23461926_23463390 771 1465 632 61 694
scaffold_4 14421002 14421060 scaffold_2_20255848_20257452 1602 1605 2 0 3
scaffold_4 14637805 14637795 scaffold_3_22188027_22196388 4465 8362 1028 2868 3897
scaffold_4 14666060 14666185 scaffold_3_34498894_34513021 13003 14128 875 249 1125
scaffold_4 14776546 14776577 scaffold_4_10236684_10240080 3282 3397 42 72 115
scaffold_4 14793999 14793990 scaffold_7_15122792_15124117 1317 1326 0 8 9
scaffold_4 14817072 14817083 422_NHF 326 335 2 6 9
scaffold_4 14826085 14826120 scaffold_3_24306323_24307564 783 1242 415 43 459
scaffold_4 14931803 14931818 scaffold_2_15718018_15728996 10973 10979 0 5 6
scaffold_4 15118554 15118893 scaffold_4_15234668_15262890 22204 28223 2474 3544 6019
scaffold_4 15125032 15125033 scaffold_1_23168331_23169806 1427 1476 19 29 49
scaffold_4 15247133 15247401 scaffold_4_15234668_15262890 23188 28223 4604 430 5035
scaffold_4 15341576 15341571 scaffold_5_1150221_1155023 4802 4803 0 0 1
scaffold_4 15367290 15367300 scaffold_3_25477662_25479157 1458 1496 0 37 38
scaffold_4 15377924 15378126 scaffold_7_17908140_17909206 1042 1067 15 9 25
scaffold_4 15400789 15400801 scaffold_3_35813496_35825829 12333 12334 0 0 1
scaffold_4 15485699 15485694 scaffold_2_30098088_30111174 13062 13087 24 0 25
scaffold_4 15491405 15491398 scaffold_1_2073240_2074165 920 926 0 5 6
scaffold_4 15540359 15540369 scaffold_2_34155740_34157050 1264 1311 20 26 47
scaffold_4 15576520 15576521 scaffold_5_6708695_6717006 8286 8312 25 0 26
scaffold_4 15710063 15710077 scaffold_9_13708868_13721255 12362 12388 0 25 26
scaffold_4 15762479 15762476 scaffold_8_5917014_5922453 5392 5440 37 10 48
scaffold_4 15874962 15874955 scaffold_7_1815053_1816187 1109 1135 23 2 26
scaffold_4 15909506 15909503 scaffold_3_29729436_29734387 4939 4952 0 12 13
scaffold_4 15922872 15922895 2565_DNA_TE|hAT 3488 3489 0 0 1
scaffold_4 15932758 15932756 scaffold_1_28120679_28122643 1954 1965 0 10 11
scaffold_4 16027546 16027542 scaffold_9_29654291_29663260 8962 8970 7 0 8
scaffold_4 16075079 16075073 scaffold_9_30556019_30557516 1440 1498 56 1 58
scaffold_4 16139408 16139423 9_NHF 607 611 0 3 4
scaffold_4 16204797 16204794 scaffold_3_35813496_35825829 12322 12334 11 0 12
scaffold_4 16217965 16218016 scaffold_5_26900266_26901247 846 982 125 10 136
scaffold_4 16285959 16285956 scaffold_3_5724401_5727236 2427 2836 0 408 409
scaffold_4 16386462 16386537 scaffold_4_16386547_16400623 14045 14077 19 12 32
scaffold_4 16495727 16495718 scaffold_9_13109302_13121506 12196 12205 6 2 9
scaffold_4 16560072 16560095 267_NHF 597 601 0 3 4
scaffold_4 16650036 16650037 scaffold_3_46119649_46122670 2988 3022 26 7 34
scaffold_4 16657192 16657194 scaffold_3_5790872_5795354 4482 4483 0 0 1
scaffold_4 16671203 16671208 scaffold_5_38296966_38302588 5595 5623 10 17 28
scaffold_4 16674128 16674147 scaffold_5_9876544_9885613 9068 9070 1 0 2
scaffold_4 16688101 16688121 scaffold_3_24306323_24307564 813 1242 362 66 429
scaffold_4 16729975 16729981 scaffold_3_24306323_24307564 857 1242 357 27 385
scaffold_4 16926146 16926138 scaffold_3_24306323_24307564 824 1242 361 56 418
